DATABASE	Lon	Lat	30_ag	30_F0	30_Tc	50_ag	50_F0	50_Tc	72_ag	72_F0	72_Tc	101_ag	101_F0	101_Tc	140_ag	140_F0	140_Tc	201_ag	201_F0	201_Tc	475_ag	475_F0	475_Tc	975_ag	975_F0	975_Tc	2475_ag	2475_F0	2475_Tc
20268	10.378	43.694	0.376	2.57	0.22	0.466	2.54	0.25	0.538	2.56	0.26	0.612	2.57	0.26	0.701	2.53	0.27	0.801	2.55	0.27	1.172	2.41	0.28	1.519	2.37	0.28	2.023	2.38	0.29
16734	11.598	44.52	0.542	2.46	0.26	0.683	2.45	0.27	0.796	2.46	0.28	0.924	2.45	0.29	1.074	2.42	0.29	1.268	2.4	0.29	1.788	2.41	0.3	2.353	2.38	0.31	3.192	2.42	0.32
16296	12.016	44.626	0.411	2.52	0.26	0.521	2.5	0.28	0.617	2.48	0.29	0.752	2.48	0.28	0.882	2.54	0.27	1.04	2.58	0.27	1.502	2.58	0.27	2.014	2.53	0.28	2.885	2.44	0.29
19383	10.576	43.899	0.467	2.51	0.24	0.573	2.54	0.26	0.663	2.53	0.27	0.754	2.53	0.27	0.853	2.52	0.28	1.003	2.46	0.28	1.363	2.44	0.29	1.777	2.37	0.3	2.357	2.38	0.32
16954	11.459	44.467	0.566	2.47	0.26	0.714	2.45	0.27	0.83	2.45	0.28	0.955	2.45	0.28	1.106	2.43	0.28	1.29	2.4	0.29	1.779	2.37	0.31	2.249	2.4	0.32	2.941	2.46	0.33
17836	11.047	44.26	0.578	2.5	0.25	0.719	2.48	0.27	0.829	2.49	0.27	0.946	2.49	0.28	1.068	2.49	0.28	1.212	2.5	0.29	1.617	2.54	0.29	2.034	2.55	0.3	2.647	2.59	0.32
16515	11.806	44.573	0.487	2.45	0.26	0.599	2.51	0.27	0.72	2.45	0.28	0.854	2.45	0.28	0.995	2.51	0.28	1.162	2.55	0.28	1.643	2.56	0.28	2.163	2.51	0.28	3.035	2.44	0.3
19162	10.643	43.95	0.514	2.48	0.24	0.64	2.49	0.26	0.749	2.47	0.27	0.878	2.44	0.27	1.006	2.44	0.27	1.161	2.43	0.28	1.601	2.39	0.29	2.043	2.38	0.3	2.71	2.4	0.31
18057	10.98	44.208	0.592	2.48	0.25	0.747	2.46	0.26	0.869	2.46	0.27	0.993	2.46	0.27	1.129	2.46	0.28	1.289	2.46	0.28	1.722	2.5	0.29	2.149	2.53	0.31	2.802	2.58	0.32
16297	12.086	44.627	0.394	2.54	0.26	0.498	2.5	0.28	0.585	2.51	0.29	0.701	2.47	0.29	0.831	2.53	0.28	0.974	2.6	0.27	1.423	2.59	0.27	1.919	2.53	0.28	2.76	2.45	0.29
17395	11.253	44.364	0.57	2.49	0.26	0.708	2.48	0.27	0.814	2.5	0.28	0.93	2.49	0.28	1.047	2.49	0.29	1.191	2.51	0.29	1.619	2.5	0.3	2.026	2.52	0.31	2.619	2.57	0.32
20711	10.314	43.592	0.346	2.58	0.21	0.436	2.55	0.24	0.527	2.53	0.25	0.616	2.52	0.25	0.729	2.46	0.26	0.866	2.44	0.26	1.248	2.41	0.27	1.609	2.45	0.27	2.129	2.52	0.28
20047	10.445	43.745	0.391	2.58	0.23	0.485	2.56	0.25	0.553	2.58	0.26	0.623	2.6	0.27	0.705	2.58	0.27	0.808	2.57	0.28	1.207	2.36	0.28	1.541	2.39	0.28	2.053	2.4	0.29
18941	10.71	44.002	0.562	2.46	0.25	0.729	2.41	0.26	0.855	2.45	0.26	0.993	2.43	0.27	1.174	2.37	0.27	1.347	2.39	0.27	1.838	2.42	0.28	2.368	2.44	0.28	3.169	2.42	0.32
18278	10.912	44.157	0.609	2.46	0.25	0.777	2.44	0.26	0.924	2.42	0.27	1.073	2.43	0.27	1.226	2.41	0.27	1.417	2.39	0.28	1.928	2.4	0.29	2.46	2.39	0.29	3.257	2.42	0.32
18720	10.777	44.054	0.598	2.45	0.25	0.777	2.45	0.26	0.921	2.44	0.26	1.107	2.35	0.26	1.264	2.37	0.27	1.444	2.4	0.27	1.98	2.42	0.28	2.549	2.42	0.28	3.405	2.4	0.32
18499	10.845	44.105	0.615	2.44	0.25	0.795	2.46	0.26	0.941	2.44	0.26	1.105	2.4	0.27	1.289	2.37	0.27	1.47	2.39	0.28	2.009	2.4	0.28	2.579	2.4	0.29	3.438	2.39	0.32
16298	12.156	44.627	0.379	2.53	0.26	0.47	2.5	0.28	0.55	2.5	0.29	0.632	2.52	0.29	0.764	2.49	0.28	0.9	2.55	0.28	1.287	2.59	0.28	1.72	2.56	0.28	2.472	2.48	0.29
16735	11.668	44.521	0.537	2.46	0.26	0.675	2.45	0.27	0.787	2.46	0.28	0.912	2.46	0.29	1.069	2.42	0.29	1.256	2.43	0.29	1.813	2.37	0.3	2.375	2.36	0.31	3.266	2.37	0.32
21154	10.251	43.49	0.299	2.59	0.2	0.367	2.61	0.22	0.421	2.6	0.24	0.485	2.59	0.25	0.547	2.59	0.26	0.619	2.61	0.27	0.824	2.61	0.28	1.021	2.63	0.29	1.311	2.66	0.3
17175	11.391	44.416	0.578	2.47	0.26	0.727	2.45	0.27	0.843	2.46	0.28	0.965	2.46	0.28	1.096	2.47	0.28	1.269	2.46	0.29	1.726	2.45	0.3	2.158	2.48	0.31	2.789	2.53	0.32
16516	11.877	44.574	0.473	2.46	0.26	0.584	2.51	0.28	0.705	2.44	0.28	0.841	2.46	0.28	0.978	2.51	0.27	1.14	2.56	0.27	1.609	2.58	0.28	2.131	2.51	0.28	3.004	2.44	0.3
16955	11.529	44.469	0.574	2.46	0.26	0.73	2.43	0.27	0.855	2.43	0.28	0.985	2.45	0.28	1.147	2.42	0.28	1.341	2.38	0.29	1.858	2.36	0.31	2.357	2.4	0.32	3.094	2.47	0.33
17616	11.185	44.312	0.573	2.5	0.26	0.711	2.49	0.27	0.816	2.5	0.28	0.931	2.49	0.28	1.047	2.5	0.29	1.187	2.51	0.29	1.599	2.53	0.3	2.005	2.54	0.31	2.598	2.59	0.32
16299	12.226	44.628	0.362	2.53	0.25	0.442	2.51	0.28	0.508	2.54	0.29	0.576	2.55	0.3	0.674	2.49	0.3	0.801	2.54	0.29	1.119	2.59	0.29	1.45	2.6	0.29	2.023	2.55	0.3
19826	10.512	43.797	0.411	2.57	0.24	0.507	2.56	0.25	0.575	2.59	0.26	0.65	2.59	0.27	0.731	2.59	0.28	0.85	2.54	0.28	1.245	2.35	0.29	1.583	2.39	0.29	2.103	2.39	0.31
16300	12.296	44.629	0.344	2.53	0.25	0.414	2.54	0.28	0.477	2.53	0.29	0.535	2.56	0.3	0.592	2.62	0.31	0.713	2.51	0.31	0.987	2.58	0.3	1.252	2.6	0.32	1.677	2.6	0.32
20490	10.381	43.644	0.371	2.57	0.22	0.474	2.51	0.25	0.559	2.52	0.25	0.65	2.5	0.26	0.751	2.48	0.26	0.872	2.48	0.26	1.2	2.49	0.27	1.52	2.52	0.28	2.074	2.46	0.29
16301	12.367	44.63	0.328	2.52	0.25	0.391	2.56	0.28	0.446	2.54	0.29	0.5	2.57	0.3	0.553	2.62	0.31	0.617	2.67	0.32	0.897	2.52	0.33	1.116	2.61	0.33	1.463	2.64	0.34
17837	11.117	44.261	0.58	2.5	0.26	0.721	2.48	0.27	0.83	2.49	0.27	0.947	2.49	0.28	1.067	2.49	0.28	1.21	2.5	0.29	1.612	2.55	0.3	2.026	2.56	0.3	2.635	2.59	0.32
16517	11.947	44.575	0.458	2.47	0.26	0.569	2.51	0.28	0.684	2.45	0.28	0.816	2.49	0.27	0.957	2.52	0.27	1.117	2.57	0.27	1.584	2.58	0.28	2.105	2.52	0.28	2.981	2.44	0.3
19605	10.578	43.849	0.439	2.54	0.24	0.538	2.56	0.25	0.609	2.58	0.27	0.695	2.56	0.27	0.778	2.58	0.28	0.918	2.48	0.28	1.302	2.38	0.29	1.653	2.37	0.3	2.191	2.4	0.31
16736	11.738	44.522	0.527	2.46	0.26	0.66	2.46	0.27	0.771	2.46	0.28	0.899	2.45	0.28	1.053	2.43	0.29	1.254	2.4	0.29	1.768	2.44	0.29	2.316	2.43	0.29	3.205	2.39	0.32
17396	11.323	44.365	0.582	2.48	0.26	0.727	2.47	0.27	0.839	2.48	0.28	0.957	2.47	0.28	1.081	2.48	0.29	1.226	2.51	0.29	1.663	2.5	0.3	2.076	2.53	0.31	2.679	2.58	0.32
20933	10.317	43.542	0.341	2.58	0.21	0.43	2.55	0.24	0.521	2.52	0.25	0.607	2.51	0.25	0.716	2.46	0.26	0.844	2.45	0.26	1.209	2.42	0.27	1.564	2.44	0.27	2.066	2.52	0.28
18058	11.049	44.21	0.592	2.49	0.25	0.744	2.47	0.27	0.864	2.47	0.27	0.986	2.47	0.28	1.119	2.47	0.28	1.276	2.47	0.28	1.701	2.51	0.3	2.119	2.55	0.31	2.757	2.6	0.32
19384	10.645	43.9	0.475	2.51	0.24	0.581	2.54	0.26	0.673	2.53	0.27	0.765	2.53	0.27	0.866	2.52	0.28	1.018	2.46	0.28	1.383	2.44	0.29	1.796	2.37	0.31	2.38	2.39	0.32
16956	11.599	44.47	0.577	2.46	0.26	0.737	2.43	0.27	0.866	2.42	0.28	0.999	2.44	0.28	1.164	2.41	0.28	1.365	2.37	0.29	1.9	2.35	0.31	2.411	2.41	0.32	3.174	2.49	0.33
17176	11.461	44.418	0.592	2.46	0.26	0.752	2.44	0.27	0.88	2.43	0.28	1.008	2.45	0.28	1.156	2.45	0.28	1.34	2.44	0.28	1.825	2.43	0.3	2.287	2.47	0.31	2.96	2.54	0.33
20269	10.447	43.695	0.388	2.57	0.22	0.484	2.55	0.25	0.557	2.56	0.26	0.636	2.56	0.26	0.724	2.54	0.27	0.826	2.55	0.27	1.177	2.44	0.28	1.533	2.39	0.28	2.043	2.38	0.29
16518	12.017	44.576	0.441	2.48	0.26	0.552	2.5	0.28	0.659	2.46	0.28	0.791	2.49	0.27	0.93	2.53	0.27	1.089	2.57	0.27	1.554	2.58	0.27	2.072	2.52	0.28	2.948	2.44	0.29
21376	10.253	43.44	0.285	2.59	0.2	0.35	2.62	0.21	0.396	2.64	0.23	0.453	2.62	0.25	0.509	2.63	0.26	0.571	2.65	0.27	0.745	2.67	0.28	0.911	2.7	0.29	1.155	2.72	0.3
18279	10.982	44.158	0.608	2.47	0.25	0.774	2.44	0.26	0.909	2.43	0.27	1.069	2.41	0.27	1.22	2.41	0.27	1.409	2.39	0.28	1.912	2.39	0.29	2.388	2.43	0.3	3.175	2.45	0.32
19163	10.712	43.952	0.52	2.48	0.25	0.649	2.49	0.26	0.759	2.47	0.27	0.898	2.42	0.27	1.02	2.44	0.27	1.176	2.42	0.28	1.621	2.39	0.29	2.072	2.38	0.29	2.754	2.39	0.31
17617	11.255	44.314	0.582	2.49	0.26	0.724	2.48	0.27	0.834	2.49	0.28	0.949	2.49	0.28	1.07	2.49	0.29	1.211	2.51	0.29	1.623	2.53	0.3	2.03	2.56	0.31	2.625	2.6	0.32
18500	10.914	44.107	0.615	2.45	0.25	0.796	2.45	0.26	0.94	2.44	0.26	1.096	2.41	0.27	1.286	2.36	0.27	1.467	2.39	0.28	2.004	2.39	0.28	2.57	2.4	0.29	3.425	2.4	0.32
18942	10.78	44.004	0.566	2.47	0.25	0.735	2.41	0.26	0.863	2.45	0.26	1.006	2.42	0.27	1.184	2.37	0.27	1.357	2.39	0.27	1.854	2.42	0.28	2.387	2.44	0.28	3.194	2.42	0.32
16737	11.808	44.523	0.515	2.46	0.26	0.642	2.47	0.27	0.754	2.45	0.28	0.886	2.43	0.29	1.039	2.42	0.29	1.216	2.45	0.28	1.721	2.49	0.28	2.266	2.46	0.29	3.157	2.39	0.31
18721	10.847	44.055	0.599	2.46	0.25	0.78	2.45	0.26	0.923	2.44	0.26	1.109	2.35	0.26	1.267	2.38	0.27	1.447	2.4	0.27	1.984	2.42	0.28	2.553	2.42	0.28	3.411	2.4	0.32
16519	12.087	44.577	0.422	2.5	0.26	0.531	2.5	0.28	0.628	2.48	0.29	0.76	2.46	0.28	0.893	2.52	0.27	1.041	2.59	0.27	1.505	2.58	0.27	2.013	2.53	0.28	2.88	2.44	0.29
20048	10.514	43.747	0.401	2.58	0.23	0.497	2.56	0.25	0.565	2.59	0.26	0.637	2.6	0.27	0.718	2.59	0.27	0.821	2.57	0.28	1.216	2.37	0.28	1.55	2.39	0.29	2.06	2.38	0.3
20712	10.383	43.594	0.373	2.57	0.22	0.489	2.49	0.24	0.584	2.49	0.25	0.698	2.44	0.25	0.815	2.42	0.26	0.963	2.4	0.26	1.35	2.42	0.27	1.71	2.47	0.27	2.225	2.54	0.29
16520	12.157	44.577	0.399	2.53	0.26	0.505	2.5	0.28	0.587	2.51	0.29	0.7	2.48	0.29	0.828	2.54	0.28	0.976	2.58	0.28	1.408	2.59	0.28	1.894	2.54	0.28	2.719	2.45	0.29
17397	11.393	44.366	0.597	2.47	0.26	0.753	2.45	0.27	0.876	2.45	0.28	0.999	2.46	0.28	1.133	2.46	0.28	1.291	2.49	0.29	1.748	2.5	0.3	2.181	2.53	0.31	2.815	2.59	0.32
16957	11.669	44.471	0.573	2.45	0.26	0.73	2.43	0.27	0.858	2.43	0.28	0.991	2.44	0.28	1.149	2.41	0.29	1.35	2.38	0.29	1.866	2.4	0.31	2.378	2.47	0.31	3.183	2.54	0.33
17838	11.187	44.262	0.585	2.49	0.26	0.728	2.48	0.27	0.838	2.49	0.27	0.955	2.49	0.28	1.076	2.49	0.29	1.219	2.5	0.29	1.618	2.55	0.3	2.03	2.57	0.31	2.635	2.6	0.32
17177	11.531	44.419	0.606	2.45	0.26	0.776	2.42	0.27	0.914	2.41	0.28	1.055	2.43	0.28	1.213	2.43	0.28	1.41	2.42	0.28	1.928	2.42	0.3	2.42	2.46	0.31	3.141	2.55	0.33
16738	11.878	44.524	0.502	2.46	0.26	0.622	2.48	0.28	0.73	2.48	0.28	0.86	2.47	0.28	1.016	2.44	0.28	1.186	2.51	0.28	1.682	2.53	0.28	2.207	2.49	0.29	3.084	2.41	0.31
16521	12.227	44.578	0.381	2.53	0.26	0.476	2.5	0.28	0.546	2.54	0.29	0.634	2.51	0.29	0.764	2.47	0.29	0.893	2.55	0.28	1.259	2.6	0.28	1.669	2.57	0.28	2.38	2.5	0.29
19827	10.581	43.799	0.421	2.56	0.24	0.516	2.57	0.25	0.582	2.6	0.26	0.66	2.59	0.27	0.74	2.59	0.28	0.86	2.54	0.28	1.252	2.36	0.29	1.591	2.39	0.29	2.112	2.39	0.31
21155	10.32	43.492	0.329	2.57	0.2	0.408	2.58	0.23	0.491	2.52	0.25	0.568	2.52	0.25	0.655	2.5	0.26	0.762	2.49	0.26	1.062	2.47	0.27	1.356	2.49	0.28	1.787	2.54	0.29
16522	12.297	44.579	0.363	2.53	0.26	0.444	2.51	0.28	0.511	2.53	0.29	0.575	2.55	0.3	0.67	2.51	0.31	0.8	2.51	0.29	1.103	2.6	0.29	1.415	2.6	0.29	1.95	2.55	0.31
18059	11.119	44.211	0.594	2.49	0.26	0.745	2.47	0.27	0.863	2.47	0.27	0.984	2.47	0.28	1.115	2.47	0.28	1.269	2.48	0.29	1.685	2.52	0.3	2.095	2.56	0.31	2.733	2.61	0.32
20491	10.45	43.645	0.388	2.57	0.23	0.502	2.51	0.25	0.586	2.52	0.25	0.684	2.49	0.26	0.784	2.49	0.26	0.909	2.48	0.26	1.241	2.49	0.27	1.56	2.53	0.28	2.116	2.47	0.29
16523	12.367	44.58	0.345	2.53	0.25	0.414	2.54	0.28	0.476	2.54	0.29	0.534	2.56	0.3	0.594	2.61	0.31	0.702	2.54	0.31	0.976	2.58	0.31	1.231	2.61	0.32	1.644	2.6	0.33
19606	10.648	43.85	0.447	2.54	0.24	0.545	2.56	0.26	0.618	2.58	0.27	0.704	2.56	0.27	0.787	2.58	0.28	0.929	2.48	0.28	1.313	2.38	0.29	1.664	2.37	0.3	2.204	2.4	0.31
17618	11.325	44.315	0.596	2.48	0.26	0.747	2.47	0.27	0.863	2.47	0.28	0.982	2.47	0.28	1.11	2.47	0.29	1.26	2.49	0.29	1.683	2.53	0.3	2.101	2.56	0.31	2.713	2.61	0.32
16739	11.948	44.525	0.487	2.45	0.26	0.6	2.5	0.28	0.712	2.46	0.28	0.845	2.46	0.28	0.988	2.5	0.28	1.158	2.54	0.28	1.638	2.56	0.28	2.157	2.51	0.29	3.026	2.44	0.3
16958	11.739	44.472	0.562	2.45	0.26	0.713	2.43	0.27	0.834	2.44	0.28	0.964	2.43	0.29	1.107	2.44	0.29	1.306	2.4	0.29	1.817	2.44	0.31	2.389	2.41	0.31	3.234	2.46	0.33
18280	11.051	44.16	0.608	2.47	0.26	0.772	2.45	0.26	0.904	2.44	0.27	1.039	2.45	0.27	1.206	2.43	0.28	1.402	2.39	0.28	1.901	2.38	0.29	2.368	2.41	0.3	3.093	2.47	0.32
19385	10.715	43.902	0.482	2.51	0.24	0.588	2.54	0.26	0.682	2.52	0.27	0.775	2.53	0.27	0.878	2.52	0.28	1.033	2.46	0.28	1.402	2.43	0.29	1.815	2.37	0.31	2.404	2.39	0.32
17398	11.463	44.368	0.619	2.45	0.26	0.785	2.44	0.27	0.92	2.42	0.28	1.057	2.43	0.28	1.199	2.45	0.28	1.375	2.47	0.28	1.866	2.48	0.3	2.332	2.52	0.31	3.012	2.6	0.32
18501	10.984	44.108	0.616	2.45	0.25	0.797	2.44	0.26	0.941	2.43	0.26	1.09	2.42	0.27	1.274	2.38	0.27	1.464	2.39	0.28	1.999	2.39	0.28	2.561	2.4	0.29	3.41	2.4	0.32
17178	11.601	44.42	0.614	2.44	0.26	0.788	2.42	0.27	0.933	2.4	0.28	1.08	2.42	0.28	1.246	2.42	0.28	1.449	2.4	0.28	1.987	2.41	0.3	2.501	2.45	0.31	3.252	2.55	0.33
19164	10.782	43.954	0.526	2.49	0.25	0.657	2.49	0.26	0.767	2.48	0.27	0.908	2.43	0.27	1.033	2.44	0.27	1.189	2.42	0.28	1.642	2.39	0.29	2.099	2.38	0.29	2.798	2.39	0.31
20934	10.386	43.544	0.37	2.56	0.21	0.489	2.48	0.24	0.585	2.48	0.25	0.697	2.44	0.25	0.811	2.44	0.25	0.959	2.42	0.26	1.349	2.42	0.27	1.713	2.46	0.27	2.223	2.54	0.28
18722	10.916	44.057	0.602	2.46	0.25	0.783	2.45	0.26	0.926	2.44	0.26	1.111	2.36	0.27	1.27	2.38	0.27	1.449	2.4	0.28	1.988	2.41	0.28	2.557	2.42	0.28	3.415	2.4	0.32
20270	10.516	43.697	0.398	2.58	0.23	0.497	2.55	0.25	0.571	2.56	0.26	0.652	2.56	0.26	0.739	2.55	0.27	0.842	2.55	0.27	1.17	2.48	0.28	1.534	2.41	0.29	2.054	2.39	0.29
16740	12.018	44.526	0.47	2.45	0.26	0.582	2.5	0.28	0.697	2.45	0.28	0.827	2.45	0.28	0.969	2.5	0.28	1.13	2.56	0.28	1.597	2.58	0.28	2.117	2.51	0.28	2.99	2.44	0.3
18943	10.849	44.005	0.57	2.47	0.25	0.741	2.42	0.26	0.87	2.45	0.26	1.019	2.41	0.27	1.192	2.37	0.27	1.366	2.4	0.27	1.868	2.42	0.28	2.404	2.44	0.28	3.218	2.42	0.32
17839	11.257	44.264	0.595	2.49	0.26	0.743	2.47	0.27	0.857	2.48	0.28	0.975	2.48	0.28	1.1	2.48	0.29	1.247	2.49	0.29	1.649	2.55	0.3	2.064	2.58	0.31	2.673	2.61	0.32
16959	11.809	44.473	0.548	2.45	0.26	0.69	2.45	0.27	0.803	2.46	0.28	0.93	2.44	0.29	1.081	2.43	0.29	1.271	2.42	0.29	1.83	2.37	0.3	2.391	2.37	0.31	3.284	2.38	0.32
21377	10.322	43.442	0.314	2.57	0.2	0.386	2.6	0.23	0.455	2.55	0.24	0.525	2.55	0.25	0.592	2.56	0.26	0.683	2.53	0.26	0.926	2.53	0.27	1.164	2.55	0.28	1.516	2.59	0.29
16741	12.088	44.527	0.451	2.46	0.26	0.562	2.5	0.28	0.67	2.46	0.28	0.798	2.46	0.28	0.939	2.51	0.28	1.095	2.57	0.28	1.56	2.58	0.28	2.076	2.52	0.28	2.947	2.44	0.3
20049	10.583	43.749	0.411	2.57	0.23	0.506	2.57	0.25	0.573	2.59	0.26	0.647	2.6	0.27	0.727	2.6	0.27	0.83	2.58	0.28	1.221	2.38	0.29	1.557	2.39	0.29	2.065	2.39	0.3
18060	11.189	44.212	0.599	2.49	0.26	0.751	2.47	0.27	0.87	2.47	0.27	0.99	2.48	0.28	1.12	2.47	0.28	1.273	2.48	0.29	1.685	2.53	0.3	2.092	2.57	0.31	2.725	2.62	0.32
17619	11.394	44.316	0.618	2.46	0.26	0.777	2.45	0.27	0.906	2.44	0.28	1.035	2.45	0.28	1.171	2.45	0.29	1.336	2.48	0.29	1.785	2.52	0.3	2.231	2.56	0.31	2.883	2.63	0.32
17179	11.671	44.421	0.612	2.44	0.26	0.785	2.41	0.27	0.929	2.4	0.28	1.076	2.42	0.28	1.24	2.41	0.28	1.445	2.39	0.29	1.99	2.39	0.3	2.514	2.43	0.31	3.285	2.53	0.33
20713	10.452	43.595	0.395	2.56	0.23	0.526	2.48	0.24	0.627	2.46	0.25	0.743	2.42	0.25	0.861	2.41	0.26	1.005	2.41	0.26	1.384	2.44	0.27	1.74	2.49	0.28	2.25	2.55	0.29
16742	12.158	44.527	0.429	2.49	0.26	0.539	2.5	0.28	0.63	2.5	0.29	0.759	2.46	0.28	0.897	2.51	0.28	1.046	2.57	0.28	1.502	2.58	0.28	2.005	2.53	0.28	2.864	2.45	0.29
17399	11.532	44.369	0.64	2.43	0.26	0.815	2.42	0.27	0.96	2.4	0.27	1.109	2.41	0.28	1.263	2.44	0.28	1.453	2.45	0.28	1.971	2.47	0.3	2.465	2.51	0.31	3.208	2.6	0.32
16960	11.879	44.474	0.532	2.45	0.26	0.666	2.46	0.27	0.775	2.46	0.28	0.904	2.45	0.29	1.054	2.44	0.29	1.251	2.4	0.29	1.761	2.45	0.29	2.306	2.45	0.29	3.199	2.4	0.32
19828	10.65	43.801	0.428	2.56	0.24	0.522	2.57	0.25	0.588	2.6	0.27	0.667	2.59	0.27	0.747	2.6	0.28	0.867	2.54	0.28	1.257	2.37	0.29	1.598	2.39	0.29	2.12	2.4	0.31
18281	11.121	44.161	0.611	2.47	0.26	0.772	2.45	0.27	0.903	2.44	0.27	1.035	2.44	0.28	1.175	2.46	0.28	1.354	2.47	0.28	1.887	2.38	0.29	2.355	2.39	0.31	3.069	2.46	0.32
16743	12.228	44.528	0.402	2.53	0.26	0.511	2.49	0.27	0.587	2.52	0.29	0.697	2.49	0.29	0.829	2.51	0.28	0.973	2.57	0.28	1.39	2.59	0.28	1.86	2.54	0.28	2.663	2.46	0.29
16744	12.298	44.529	0.382	2.53	0.26	0.477	2.5	0.28	0.549	2.52	0.29	0.632	2.51	0.29	0.752	2.47	0.29	0.883	2.54	0.29	1.236	2.6	0.28	1.619	2.58	0.29	2.291	2.51	0.29
21156	10.388	43.494	0.361	2.56	0.21	0.471	2.48	0.24	0.564	2.48	0.25	0.667	2.45	0.25	0.774	2.45	0.26	0.914	2.43	0.26	1.285	2.43	0.27	1.643	2.46	0.27	2.16	2.53	0.28
19607	10.717	43.852	0.453	2.53	0.24	0.551	2.56	0.26	0.626	2.58	0.27	0.712	2.56	0.27	0.794	2.58	0.28	0.939	2.48	0.29	1.323	2.38	0.29	1.675	2.37	0.3	2.217	2.41	0.31
17840	11.326	44.265	0.613	2.47	0.26	0.767	2.46	0.27	0.89	2.46	0.28	1.013	2.47	0.28	1.146	2.46	0.29	1.302	2.48	0.29	1.723	2.54	0.3	2.155	2.57	0.31	2.788	2.63	0.32
18502	11.053	44.11	0.618	2.45	0.25	0.799	2.42	0.26	0.943	2.43	0.26	1.091	2.42	0.27	1.257	2.4	0.27	1.461	2.38	0.28	1.993	2.38	0.29	2.55	2.4	0.29	3.388	2.4	0.32
16745	12.368	44.53	0.363	2.53	0.26	0.443	2.51	0.28	0.509	2.53	0.29	0.579	2.53	0.3	0.663	2.53	0.31	0.792	2.48	0.31	1.082	2.61	0.29	1.388	2.59	0.3	1.902	2.55	0.32
20492	10.519	43.647	0.401	2.57	0.23	0.519	2.52	0.25	0.603	2.53	0.25	0.705	2.5	0.26	0.804	2.51	0.26	0.932	2.49	0.27	1.27	2.49	0.27	1.593	2.53	0.28	2.132	2.51	0.29
16961	11.949	44.475	0.515	2.45	0.26	0.641	2.47	0.28	0.751	2.45	0.28	0.884	2.43	0.29	1.031	2.43	0.29	1.212	2.45	0.29	1.713	2.5	0.29	2.255	2.46	0.29	3.145	2.39	0.31
17180	11.741	44.422	0.599	2.45	0.26	0.769	2.42	0.27	0.907	2.41	0.28	1.048	2.42	0.28	1.202	2.42	0.28	1.406	2.39	0.29	1.954	2.38	0.31	2.485	2.41	0.32	3.259	2.5	0.33
19386	10.784	43.904	0.488	2.51	0.24	0.594	2.54	0.26	0.691	2.52	0.27	0.783	2.53	0.27	0.889	2.51	0.28	1.05	2.45	0.28	1.422	2.43	0.29	1.835	2.37	0.31	2.429	2.4	0.32
18723	10.986	44.058	0.606	2.46	0.25	0.787	2.45	0.26	0.93	2.44	0.26	1.113	2.36	0.27	1.273	2.38	0.27	1.452	2.4	0.28	1.992	2.41	0.28	2.56	2.42	0.28	3.418	2.4	0.32
21599	10.325	43.392	0.297	2.58	0.2	0.364	2.61	0.21	0.415	2.61	0.23	0.476	2.59	0.25	0.534	2.61	0.26	0.599	2.63	0.26	0.787	2.64	0.28	0.97	2.65	0.29	1.239	2.69	0.3
19165	10.851	43.955	0.531	2.49	0.25	0.665	2.48	0.26	0.776	2.48	0.27	0.918	2.44	0.27	1.045	2.44	0.27	1.202	2.42	0.28	1.662	2.39	0.29	2.126	2.38	0.29	2.838	2.39	0.32
18944	10.919	44.007	0.575	2.47	0.25	0.748	2.42	0.26	0.878	2.45	0.26	1.032	2.4	0.27	1.2	2.38	0.27	1.375	2.4	0.28	1.882	2.43	0.28	2.422	2.44	0.28	3.24	2.42	0.32
17620	11.464	44.318	0.643	2.44	0.26	0.813	2.43	0.27	0.953	2.42	0.27	1.096	2.42	0.28	1.245	2.44	0.28	1.423	2.46	0.28	1.909	2.51	0.3	2.387	2.55	0.31	3.116	2.61	0.32
17400	11.602	44.37	0.651	2.42	0.26	0.834	2.4	0.27	0.983	2.39	0.27	1.138	2.41	0.28	1.299	2.43	0.28	1.497	2.44	0.28	2.032	2.46	0.3	2.54	2.5	0.31	3.311	2.59	0.32
18061	11.258	44.214	0.612	2.48	0.26	0.765	2.46	0.27	0.888	2.46	0.27	1.01	2.47	0.28	1.142	2.47	0.28	1.298	2.47	0.29	1.718	2.53	0.3	2.129	2.58	0.31	2.767	2.63	0.32
20271	10.586	43.699	0.41	2.57	0.24	0.508	2.56	0.25	0.581	2.57	0.26	0.664	2.56	0.27	0.75	2.56	0.27	0.855	2.56	0.27	1.16	2.53	0.28	1.541	2.42	0.29	2.06	2.4	0.3
16962	12.019	44.476	0.497	2.45	0.26	0.616	2.48	0.28	0.724	2.48	0.28	0.851	2.47	0.28	1.007	2.44	0.28	1.176	2.51	0.28	1.668	2.53	0.28	2.188	2.5	0.29	3.061	2.41	0.31
20935	10.455	43.545	0.394	2.55	0.22	0.53	2.45	0.24	0.63	2.45	0.25	0.743	2.43	0.25	0.862	2.43	0.25	1.008	2.42	0.26	1.391	2.43	0.27	1.748	2.48	0.28	2.253	2.56	0.29
17181	11.811	44.423	0.584	2.45	0.26	0.745	2.42	0.27	0.875	2.42	0.28	1.007	2.43	0.28	1.153	2.44	0.29	1.353	2.4	0.29	1.876	2.42	0.31	2.392	2.47	0.32	3.221	2.53	0.33
